ORDER_DATE,ORDER_TIME,ITEM_ID,ITEM_DESC,CUSTOMER_ID,SALUTATION,FIRST_NAME,LAST_NAME,STORE_ID,STORE_NAME,ORDER_QUANTITY,SALE_PRICE,DISCOUNT_AMT,COUPON_AMT,NET_PAID,NET_PAID_TAX,NET_PROFIT
2020-08-05,11:47:00,490VGTLC,Item VH7P0,HTBPVWRE,Mr.,Sam,Miller,W2L6OW,DailyNeeds,3,445.02,58.88,10.24,375.9,37.59,71.3
2023-10-16,10:43:32,R0GQ4WNZ,Item 41R5Z,E62SARS9,Mrs.,Chris,Davis,MN3QAE,DiscountDepot,1,291.41,33.96,9.79,247.66,24.77,48.04
2021-08-09,22:52:42,35EXX34K,Item K7M8Y,22UHYCQM,Ms.,Jordan,Jones,MRXY39,MegaStore,4,40.26,3.84,0.83,35.59,3.56,7.87
2021-08-19,12:40:29,LNWQBY40,Item L5XA4,V3CXY8RT,Mrs.,Riley,Johnson,T4VG97,MegaStore,2,449.29,49.27,18.44,381.58,38.16,73.85
2021-07-14,10:12:51,AUHDNUP0,Item SHB5W,N9PMLWLK,Prof.,John,Jones,BC8LUS,MegaStore,1,99.84,10.16,2.44,87.24,8.72,18.62
2024-10-27,13:59:37,XXO5IOO8,Item JLNIS,XUPNFHBS,Mrs.,Chris,Williams,9DWJID,QuickShop,4,43.61,7.02,2.08,34.51,3.45,4.89
2024-06-13,19:27:48,4GUWNXHV,Item 1BO9H,B22XCTAJ,Mr.,Chris,Rodriguez,QRK7T2,DiscountDepot,3,316.53,23.32,13.2,280.01,28.0,62.09
2021-11-08,14:04:23,1YI56UO1,Item LXGRP,PRZLJ6CX,Ms.,Casey,Garcia,CFPY7E,QuickShop,5,171.03,9.36,7.14,154.53,15.45,36.46
2024-05-30,15:47:00,PHZ7JATP,Item 8ND6B,VAMB6VB3,Dr.,John,Johnson,2M6DX3,DailyNeeds,1,338.0,60.99,28.82,248.19,24.82,20.57
2021-07-22,18:45:30,UF4LG1PN,Item 5CHEV,5KG12GGG,Prof.,Jane,Miller,6TJ606,QuickShop,3,313.68,49.7,5.88,258.1,25.81,44.08
2020-12-19,03:03:21,2VGFSNCO,Item 8266I,J6IXK9Y2,Ms.,Riley,Jones,YFW6EH,DiscountDepot,1,69.28,11.11,6.6,51.57,5.16,4.84
2023-07-04,09:13:09,HW63TIMN,Item 7SCGG,ATHOTJWY,Mrs.,Jane,Jones,JL3JMZ,DiscountDepot,1,188.84,28.68,14.77,145.39,14.54,17.55
2020-04-09,13:31:38,PQTLRSIS,Item DPCFE,EXZ93EXA,Mr.,Casey,Williams,WCVXT7,DiscountDepot,1,156.67,29.75,11.16,115.76,11.58,10.18
2020-09-03,01:11:10,VS32EMJ9,Item VZ8KA,YPJS1BWJ,Prof.,Casey,Rodriguez,HFBOHN,SuperMart,1,489.53,80.23,22.73,386.57,38.66,54.19
2023-03-05,05:27:34,19VTJVYR,Item IU5DL,JFDBPDDZ,Mr.,Casey,Jones,DWKSTS,QuickShop,2,395.5,64.48,19.08,311.94,31.19,43.45
2022-12-01,21:13:49,VGP9JGNL,Item DH9IM,55A44STM,Dr.,Casey,Smith,EA2H24,SuperMart,2,193.01,34.3,2.71,156.0,15.6,24.59
2024-03-09,07:56:42,NTYFIEZA,Item 6GVFB,MPUMZ0VX,Mrs.,Jordan,Brown,YNSTFO,MegaStore,5,244.05,45.26,23.61,175.18,17.52,11.23
2022-01-13,00:08:30,CD714WYE,Item IMDYE,VV3PLH4S,Mr.,Riley,Martinez,VUWD84,DiscountDepot,5,340.51,43.72,6.28,290.51,29.05,57.15
2021-04-15,22:49:21,34QCYVRK,Item ZDVWG,ZE14F382,Dr.,Taylor,Johnson,5MNK5T,SuperMart,1,488.82,67.31,33.28,388.23,38.82,56.12
2024-10-14,23:19:38,IQ6UNJK2,Item OBQNT,MX92Y95R,Dr.,Casey,Martinez,3R30NQ,SuperMart,4,484.62,88.22,43.86,352.54,35.25,26.52
2021-05-10,03:46:00,GPRB071I,Item IFQ6N,Y72ZS3B2,Dr.,Jane,Davis,KZ6GX4,DiscountDepot,2,210.06,30.88,19.16,160.02,16.0,17.98
2023-03-23,06:04:33,9TS6E42N,Item JZXUS,QMAUM4UZ,Prof.,Morgan,Davis,14IFF5,QuickShop,5,399.32,33.67,6.67,358.98,35.9,83.49
2023-05-07,15:40:14,1EMJXCVR,Item B3HVX,PT7Y4GEC,Mrs.,John,Brown,V1W8OO,DailyNeeds,1,185.24,12.73,15.09,157.42,15.74,30.54
2022-09-19,05:34:04,2CGWNMVB,Item FUUO2,PSUF4SFS,Mrs.,Jordan,Rodriguez,C1LMO2,DailyNeeds,2,12.95,0.7,0.76,11.49,1.15,2.57
2022-09-18,23:58:23,6QBCVXHU,Item RS3S0,8AKHLN72,Mr.,Sam,Miller,PCE87U,SuperMart,5,98.94,8.11,6.59,84.24,8.42,16.46
2024-10-13,23:35:38,WFJQTQ4K,Item FIBPI,0SM8HX10,Mrs.,Morgan,Williams,PT7BH7,DailyNeeds,1,106.57,9.47,3.99,93.11,9.31,19.86
2023-08-07,07:01:41,E0DLWM2T,Item SSUHU,9PUWKZ1C,Ms.,Alex,Davis,CU6L4P,SuperMart,3,301.37,23.33,6.63,271.41,27.14,63.45
2024-03-15,02:41:55,UITLI1UQ,Item AS8SA,QRLTO6IA,Dr.,Alex,Miller,X5KE72,DailyNeeds,2,153.32,30.09,8.31,114.92,11.49,11.44
2023-12-07,09:42:57,DIQ03H1J,Item 0Z8BO,V30SU150,Prof.,Casey,Williams,898MCP,MegaStore,4,407.26,65.45,11.1,330.71,33.07,53.28
2022-05-05,04:53:39,00CGK6CO,Item FBGR8,TNUGOP48,Prof.,Jane,Smith,8H5JAD,DailyNeeds,5,342.97,62.27,10.08,270.62,27.06,37.78
2021-05-19,09:07:51,2AM74WCI,Item RAZ3V,0UTHVUOL,Dr.,Morgan,Johnson,5C6GIW,DailyNeeds,4,85.5,12.22,1.68,71.6,7.16,13.14
2024-10-27,00:48:47,UDOP8DD8,Item TA58Y,N4MS8TE7,Ms.,Riley,Davis,G2O8MR,MegaStore,4,159.05,9.94,10.58,138.53,13.85,29.25
2022-08-19,02:30:27,3EFKYM7S,Item 5G2XK,IQVH196H,Prof.,Riley,Johnson,GRZ3BE,SuperMart,2,251.21,33.65,15.37,202.19,20.22,31.24
2021-10-05,17:34:46,XY7NGQXH,Item WDPCE,LN8H4QXM,Ms.,Jane,Rodriguez,OQY41Y,SuperMart,1,274.64,19.44,13.24,241.96,24.2,52.98
2022-04-02,05:41:24,NE9081MW,Item 18SJH,P4NRZVBR,Mrs.,Casey,Smith,34XG2E,DailyNeeds,3,463.91,75.94,45.87,342.1,34.21,29.54
2022-09-12,18:56:41,J2FYEDS7,Item 0YWZ7,C0HTI1PO,Mrs.,Sam,Jones,K82J02,SuperMart,3,32.69,6.18,2.03,24.48,2.45,2.42
2021-07-08,22:18:56,XOOXHNJO,Item OIRIS,WY0P3WJU,Ms.,Alex,Williams,9G3IAE,QuickShop,5,152.22,18.44,12.33,121.45,12.15,17.97
2024-04-10,11:50:37,H9DRZXZK,Item 7XQDD,Y7EHOIJC,Mr.,Chris,Johnson,NCXDTD,MegaStore,3,481.37,60.09,37.89,383.39,38.34,56.23
2021-08-25,13:45:17,QV187VN9,Item O6IJC,LG8JH4J0,Mr.,Morgan,Garcia,DVCHQZ,DiscountDepot,2,34.47,5.6,0.89,27.98,2.8,4.5
2023-09-18,03:31:28,ILJFPNS3,Item LUCHF,995J6RX6,Mr.,Sam,Davis,99WJZN,SuperMart,3,304.88,34.06,9.9,260.92,26.09,51.9
2021-10-05,19:57:13,ZPY91SEV,Item IP0QZ,WFMTLLNU,Mrs.,Jordan,Williams,XECH1Y,DailyNeeds,1,10.06,0.96,0.92,8.18,0.82,1.32
2024-07-26,03:31:51,01Z98T25,Item QG8A8,BWKIRNHC,Dr.,Taylor,Johnson,9VTD20,QuickShop,5,397.22,22.28,9.03,365.91,36.59,90.99
2021-01-25,21:44:47,XEBBHCO6,Item I9E4L,UWDJDRDS,Prof.,Alex,Brown,OGFT1V,DailyNeeds,5,346.22,30.01,30.4,285.81,28.58,49.5
2024-02-19,09:55:15,41RK3OX1,Item ABE5T,J3O8MYXN,Mr.,Morgan,Miller,WFLIUC,QuickShop,2,400.39,22.53,38.97,338.89,33.89,64.77
2021-12-08,01:05:25,AXLPVRW8,Item 2PAK9,UJXO6BP8,Prof.,Jane,Garcia,YT2MH3,QuickShop,1,101.22,9.33,4.63,87.26,8.73,17.8
2024-05-30,08:13:17,7R5G3VUJ,Item RISR2,C27K7TMK,Ms.,Jane,Johnson,O1PIOA,DiscountDepot,4,92.43,8.41,5.77,78.25,7.83,14.96
2020-09-14,11:10:40,V4WIUFGL,Item 9CAF3,HWLZ63VO,Prof.,Sam,Johnson,519C4I,DiscountDepot,3,333.72,34.84,17.71,281.17,28.12,52.82
2023-06-18,01:27:55,THSMMHMA,Item T4X4U,PCA754JT,Dr.,Jane,Brown,KBA3Z1,MegaStore,2,393.61,65.05,12.55,316.01,31.6,48.24
2022-01-03,12:20:33,WFJQTQ4K,Item FIBPI,9KF11GAX,Mr.,Morgan,Rodriguez,9NQT7S,DiscountDepot,4,325.15,27.61,15.94,281.6,28.16,58.35
2023-10-12,22:45:22,18H4QK9G,Item TYAIX,UQRJ994Q,Dr.,Jane,Brown,SKFH87,SuperMart,2,143.26,15.79,13.15,114.32,11.43,16.93
2022-07-10,21:21:58,43OLOJ8J,Item XOKRF,YZZNTQ3N,Dr.,Casey,Williams,46MV1E,QuickShop,4,472.52,35.47,44.32,392.73,39.27,69.95
2020-03-04,15:30:33,8EEY932K,Item 6P88D,O9IHY2IU,Prof.,John,Smith,YL1WT2,QuickShop,3,393.77,30.14,15.6,348.03,34.8,76.97
2023-07-07,14:49:44,5FL3AOTT,Item H2GNI,BQWE3NEJ,Dr.,Sam,Garcia,KYV6FD,MegaStore,4,14.08,1.5,0.9,11.68,1.17,2.06
2023-08-15,12:15:48,5AKOW5GI,Item PRO6O,P2J5RB1G,Mrs.,Taylor,Garcia,OPG0IR,MegaStore,3,215.12,38.92,20.17,156.03,15.6,11.36
2023-09-19,08:39:14,WOH5SKIN,Item 0BYSJ,PC8HGNCR,Mr.,John,Davis,LZV7RT,QuickShop,5,279.45,18.44,24.19,236.82,23.68,45.47
2020-03-15,13:20:14,IU40O45P,Item 0PJIR,459EL8UH,Ms.,John,Smith,O81TH8,DailyNeeds,3,219.62,28.96,6.18,184.48,18.45,34.26
2020-04-30,08:29:00,0Y8FSP7W,Item EO0IC,CO9ZYEC2,Prof.,Alex,Williams,W8L829,QuickShop,5,468.62,23.91,8.64,436.07,43.61,111.29
2023-07-05,17:30:53,LGGBW6QS,Item GRK9N,J4D027MF,Dr.,Jane,Davis,6G6GW0,MegaStore,1,491.31,80.6,33.67,377.04,37.7,44.55
2020-07-01,12:15:18,9ELP27DH,Item M5KIA,NJMUXP0C,Dr.,Alex,Williams,4P1OL5,MegaStore,5,457.71,28.12,28.17,401.42,40.14,86.65
2020-04-23,05:17:57,61CJ4US4,Item M27K1,HZF67W80,Prof.,Jordan,Davis,O7Z4KF,DiscountDepot,2,233.12,46.43,7.04,179.65,17.96,21.82
2021-05-18,22:08:27,O4CVKA06,Item M2LVD,28T66OJJ,Dr.,Jane,Rodriguez,ATBXGQ,SuperMart,5,425.97,82.28,11.42,332.27,33.23,43.46
2022-12-15,21:10:03,FK5STBW2,Item O4D2V,H2KALQX3,Prof.,Riley,Brown,QPVKGB,DiscountDepot,1,48.42,8.73,4.25,35.44,3.54,2.85
2022-10-02,04:56:37,2XZGTHMF,Item ZOM8W,DGUS3IYI,Mr.,Morgan,Williams,8W30DS,SuperMart,2,20.04,3.81,1.08,15.15,1.52,1.61
2021-11-18,05:45:31,P2UGM543,Item 5CYIG,CVD5R2US,Prof.,Chris,Williams,HB15PL,DailyNeeds,1,184.13,29.31,2.11,152.71,15.27,26.96
2021-10-30,19:56:44,LODKGFBL,Item 8QN4W,SDVHICAG,Mr.,Jordan,Williams,WOA1GP,MegaStore,5,254.29,19.07,21.0,214.22,21.42,40.23
2024-10-09,18:49:45,GEW6LTHQ,Item TPFUZ,ZULZIENP,Prof.,Sam,Jones,FGVBG8,MegaStore,1,211.34,18.69,12.23,180.42,18.04,35.58
2020-04-12,03:25:07,NLMDXDW0,Item MLDV7,RQY0L8HG,Dr.,Alex,Brown,0F28OV,DiscountDepot,3,417.74,66.91,29.96,320.87,32.09,38.14
2023-01-20,13:57:13,14X0MRE0,Item NWNWS,92SWOFPU,Dr.,Jane,Jones,ND963X,DailyNeeds,5,189.24,15.44,8.72,165.08,16.51,35.03
2022-04-17,09:29:18,24SAABXX,Item JH2UC,VCL9BT9Q,Mr.,Sam,Garcia,PC3DBY,DailyNeeds,1,435.0,38.45,42.89,353.66,35.37,57.29
2022-12-28,14:25:55,OQZR0YM0,Item O5G75,HIGMU6Z3,Mr.,Chris,Johnson,9ISB20,SuperMart,2,78.68,12.82,2.22,63.64,6.36,10.07
2023-06-22,01:07:26,M8A9QG0O,Item MY8D9,2KN6AILH,Dr.,Casey,Smith,XNUGCH,DailyNeeds,2,363.09,24.1,31.99,307.0,30.7,58.45
2020-05-01,23:06:26,6KUA4UPM,Item VL8VA,J4XJXNY8,Prof.,John,Miller,SOX0H6,DailyNeeds,5,475.32,50.86,45.13,379.33,37.93,56.21
2022-02-19,16:46:51,1DY1Q2E8,Item ER8TB,J78NN0WP,Prof.,John,Rodriguez,MM8JEC,DailyNeeds,4,95.68,7.84,4.82,83.02,8.3,17.31
2022-04-28,03:02:32,JLPYXF4F,Item K7E50,7LZQ9SCJ,Mrs.,Taylor,Brown,T9L5XA,QuickShop,3,127.25,22.78,12.21,92.26,9.23,6.68
2022-03-01,20:19:07,T9DDA8AB,Item F50PQ,4PVRXV81,Ms.,Riley,Martinez,GKJZOD,QuickShop,4,277.03,29.9,3.26,243.87,24.39,53.26
2021-11-12,21:00:50,ODVUSN0K,Item DRUHL,UU8YMKU1,Dr.,John,Brown,UD81JF,SuperMart,2,188.51,34.58,17.38,136.55,13.66,9.78
2021-09-10,17:26:36,G2BW6F35,Item QZD0W,C9ZE03HJ,Ms.,Morgan,Miller,ZNYEEY,QuickShop,2,265.6,30.08,5.75,229.77,22.98,47.43
2023-10-24,21:49:42,0MGK099L,Item R6ZBK,UL2UM60T,Dr.,Morgan,Johnson,DPSWFH,QuickShop,5,61.62,11.72,5.36,44.54,4.45,3.12
2020-09-13,13:19:12,QKO2EI54,Item 9Q650,UE6TU2EP,Ms.,Jane,Johnson,VR0NML,MegaStore,3,235.45,19.08,5.23,211.14,21.11,48.76
2020-11-13,23:46:32,IL4IEMBH,Item 1UUIP,JVNWMPN0,Dr.,Casey,Jones,BET0R0,DailyNeeds,2,72.33,10.2,4.33,57.8,5.78,8.62
2021-02-23,02:01:37,OKDMW33N,Item SU1UF,YUG4NW6M,Ms.,John,Jones,08NG44,DailyNeeds,1,258.67,28.11,10.06,220.5,22.05,43.25
2024-11-11,09:14:18,VO93F430,Item JGTN7,TPWXUQJT,Mr.,Sam,Rodriguez,XQVEJO,MegaStore,4,206.88,25.46,4.89,176.53,17.65,34.75
2022-08-03,03:49:56,WVY1EKPU,Item A1FU3,IDG5104F,Mrs.,Jordan,Davis,7LLV21,DailyNeeds,2,31.38,4.46,0.69,26.23,2.62,4.78
2024-03-25,05:58:33,AUL96O50,Item KLTUN,SF53CYFA,Mrs.,Casey,Brown,TNW5MX,QuickShop,1,313.2,23.08,5.47,284.65,28.46,68.27
2020-05-30,23:14:25,TV9XPN25,Item XFK5M,IDI2BPWW,Dr.,Sam,Garcia,246NQP,DiscountDepot,4,194.94,19.57,4.9,170.47,17.05,36.46
2023-01-20,18:01:55,GX7EHFR9,Item O1XI1,RUBIOHRG,Prof.,Taylor,Jones,HPAJOF,DiscountDepot,3,40.03,2.52,1.78,35.73,3.57,8.14
2022-03-27,05:19:38,MK0PF833,Item G0W0F,VEWOE6BR,Mr.,Casey,Rodriguez,VLPHRI,QuickShop,5,332.85,43.8,13.77,275.28,27.53,48.04
2022-08-22,01:23:22,U95KR0VK,Item S0Q27,T4SMQGJI,Dr.,Morgan,Martinez,HT0FVA,QuickShop,5,173.69,28.64,12.94,132.11,13.21,14.69
2023-06-12,05:36:01,GRMYW256,Item 6KSQA,YB3X8A3U,Mr.,Casey,Brown,AV9G2Z,QuickShop,2,272.27,15.8,14.45,242.02,24.2,54.46
2021-12-08,18:24:17,860ROORU,Item H1XZZ,4WY989LQ,Mrs.,Morgan,Johnson,3VZW7L,QuickShop,4,104.01,14.66,3.65,85.7,8.57,14.72
2020-05-14,07:41:14,AJJ0O8L6,Item 4SY2T,8KRI4W9D,Ms.,Taylor,Smith,3O9GY5,QuickShop,5,351.31,40.24,4.9,306.17,30.62,64.76
2024-02-26,10:43:58,FQMG8FJ5,Item 3N8LE,A7N26XLV,Ms.,Riley,Davis,FNTDAX,SuperMart,2,153.76,8.58,10.65,134.53,13.45,28.82
2024-04-17,10:28:46,J250P6SX,Item FP6NO,628U4WXK,Mrs.,Riley,Davis,G9D1PV,MegaStore,5,389.52,40.46,7.42,341.64,34.16,73.77
2022-01-16,11:03:08,SNBY5XG3,Item LP8DH,9LJDFI8S,Mrs.,Alex,Miller,2VDH65,SuperMart,1,394.33,77.06,30.58,286.69,28.67,21.42
