ORDER_DATE,ORDER_TIME,ITEM_ID,ITEM_DESC,CUSTOMER_ID,SALUTATION,FIRST_NAME,LAST_NAME,STORE_ID,STORE_NAME,ORDER_QUANTITY,SALE_PRICE,DISCOUNT_AMT,COUPON_AMT,NET_PAID,NET_PAID_TAX,NET_PROFIT
2020-11-19,07:27:19,8EB4ZFL5,Item AN9VU,6EJ9VZNZ,Dr.,Jordan,Martinez,6UNO9O,DiscountDepot,1,348.21,24.14,34.69,289.38,28.94,51.51
2021-08-27,14:24:19,V19A58RV,Item UJ8BQ,D2EUUP1S,Mr.,Chris,Garcia,TZF9OE,MegaStore,1,401.93,75.61,5.69,320.63,32.06,47.41
2024-10-28,18:54:49,K6D2XG3U,Item R28XC,4SD1HW61,Prof.,Morgan,Brown,C3J9AS,SuperMart,5,224.53,37.13,11.08,176.32,17.63,23.97
2020-05-23,10:10:57,IX9I0279,Item 1NYJ4,W1R9AMKS,Ms.,Jordan,Rodriguez,SNIU4O,MegaStore,3,234.48,26.22,20.66,187.6,18.76,28.15
2022-10-09,03:46:17,QIOBAO5E,Item 2S0N9,PTXQ5DSQ,Ms.,Chris,Martinez,JIQXBM,MegaStore,4,278.74,45.1,25.14,208.5,20.85,20.41
2022-12-20,18:33:38,SBDIUAY3,Item RA7LU,T41NUFIB,Dr.,Morgan,Garcia,82I5YB,DiscountDepot,4,470.26,64.46,12.32,393.48,39.35,71.97
2024-05-12,23:19:36,AXC7WI1O,Item 19TIH,6BJZXJX2,Prof.,Casey,Martinez,6G66QJ,DailyNeeds,3,353.6,69.44,21.54,262.62,26.26,24.2
2020-02-19,01:39:37,KZF8G33X,Item H6T4Y,B1E9Z9FN,Prof.,Sam,Martinez,Z67PNX,MegaStore,5,207.75,31.33,2.2,174.22,17.42,32.15
2023-12-05,23:02:53,71DOC2TN,Item UYNCO,QPV5JKD6,Mrs.,Jordan,Rodriguez,FEPSBT,DailyNeeds,5,211.37,25.37,17.0,169.0,16.9,25.28
2024-01-06,04:19:32,E0TJ3352,Item NDXL9,E4RPQ4GU,Ms.,Jane,Brown,X3DX0T,MegaStore,1,86.91,7.88,7.86,71.17,7.12,11.9
2024-02-10,06:26:36,SJ5LANZI,Item YJVW9,W8F1C54C,Ms.,Riley,Davis,CZ2FRA,QuickShop,3,289.22,41.84,12.11,235.27,23.53,38.21
2021-06-18,15:36:43,N8NDT75V,Item YVWL4,9RMKHS2R,Prof.,Sam,Jones,L9OB2E,DiscountDepot,3,248.95,30.93,5.54,212.48,21.25,41.86
2022-09-22,10:00:46,TJC3R6CP,Item IZYDP,7CKCD69K,Mrs.,Jordan,Williams,5SGRE7,SuperMart,2,243.45,46.42,13.68,183.35,18.34,18.94
2022-08-01,14:16:21,JCVPNYZQ,Item TN17F,QMPRXSAE,Dr.,John,Martinez,L0PL6D,QuickShop,5,319.58,38.3,26.54,254.74,25.47,37.52
2024-12-31,16:58:02,8ZZ8USI9,Item S2QT6,SYWWY5C3,Mrs.,John,Jones,DEGRTS,DiscountDepot,4,367.78,18.93,34.82,314.03,31.4,61.96
2022-06-07,14:32:48,BG8LGLLL,Item RVEP9,D0ZNYM00,Ms.,Sam,Rodriguez,MHN1NS,MegaStore,5,191.89,31.99,8.73,151.17,15.12,20.92
2021-07-27,17:03:52,7FY8BA2M,Item F8VVQ,2EW2MQUE,Ms.,Taylor,Brown,7GE6ZS,QuickShop,3,267.61,37.36,25.18,205.07,20.51,23.99
2021-08-13,05:01:31,RD5IUVD5,Item CXGNY,L57OZUSN,Prof.,Sam,Jones,R3JLQM,DiscountDepot,2,206.5,27.9,10.28,168.32,16.83,27.59
2020-11-11,02:49:22,PRQCDMDA,Item 3DUJC,Z37DGXNO,Ms.,Chris,Brown,7K7J10,SuperMart,3,348.83,30.69,24.12,294.02,29.4,55.32
2024-03-24,18:47:02,4ZE4SS67,Item OZYNF,ELW4UCTJ,Ms.,John,Brown,8NYE4Q,SuperMart,4,227.99,37.93,12.0,178.06,17.81,23.46
2020-06-07,20:36:21,JLPYXF4F,Item K7E50,IK3A5DH7,Mr.,Jane,Johnson,8YXZ5U,QuickShop,2,76.77,9.54,7.44,59.79,5.98,7.75
2021-02-02,07:45:19,88E888O6,Item 4JQDI,M6KVMH4P,Mr.,Alex,Williams,5GIETZ,DiscountDepot,1,150.0,26.47,8.99,114.54,11.45,13.09
2021-08-18,04:01:38,AUL96O50,Item KLTUN,7YVMPXCL,Mr.,Morgan,Smith,QDO2T5,SuperMart,1,422.7,80.55,7.65,334.5,33.45,47.43
2022-03-23,19:24:27,S12SB5MR,Item 5O80A,9ITVGOEH,Prof.,Jordan,Martinez,LUL5DD,SuperMart,4,370.74,29.77,14.77,326.2,32.62,71.14
2021-09-17,16:08:25,B38KWQ7L,Item YNECC,SF9M6GBR,Dr.,Morgan,Martinez,BCXOQ1,DiscountDepot,2,429.23,51.04,10.83,367.36,36.74,73.08
2024-01-04,10:57:22,ULA1BRM8,Item M31R6,O8QED12H,Mr.,Alex,Brown,A5PBBU,SuperMart,3,168.6,28.84,11.42,128.34,12.83,14.35
2021-10-01,09:37:13,2N2BW5LO,Item HXZ61,6MP190JO,Dr.,Morgan,Garcia,KPK25N,MegaStore,2,30.6,2.35,1.5,26.75,2.68,5.71
2022-05-16,19:52:27,W5NZSY19,Item ADB57,VCC4RPIU,Ms.,Taylor,Martinez,RWD00R,DiscountDepot,1,422.72,69.35,15.82,337.55,33.76,50.16
2022-03-28,20:31:02,HDFLI18K,Item BZCYG,2XZLF9TH,Prof.,Morgan,Jones,IP46IA,SuperMart,2,46.1,5.19,1.82,39.09,3.91,7.52
2021-07-05,15:45:39,NA3W5M1F,Item RIUYF,OXKZ231I,Dr.,Alex,Rodriguez,T61L0T,DailyNeeds,4,179.74,31.36,13.65,134.73,13.47,13.42
2024-09-13,20:43:28,HVSBEFHN,Item 13JKW,KN3UAD0Q,Prof.,Jane,Rodriguez,I1WARO,MegaStore,2,167.25,15.48,5.0,146.77,14.68,31.74
2021-02-04,23:10:17,3KOTHT1M,Item VY2DI,OMQOBI8S,Mrs.,Chris,Johnson,VBSYFE,QuickShop,4,42.31,7.72,3.66,30.93,3.09,2.45
2022-01-24,11:01:05,08N1W4NC,Item OSUK3,AUQVY5KJ,Mrs.,Jordan,Davis,FZW3MK,DiscountDepot,4,225.28,39.92,12.98,172.38,17.24,19.97
2022-03-11,21:30:32,079DO0YJ,Item DKN65,W8BRFA70,Prof.,Sam,Williams,6GPZC8,QuickShop,4,200.98,12.73,11.91,176.34,17.63,38.12
2022-07-26,02:50:39,VHZNAY0V,Item QUWJZ,038W947P,Dr.,Morgan,Smith,4XNM8O,QuickShop,1,83.08,10.17,2.28,70.63,7.06,13.72
2024-02-06,22:13:47,QMM44EI7,Item 7YLJE,O6TISYVS,Mrs.,Morgan,Davis,31U20T,QuickShop,4,67.88,4.21,5.04,58.63,5.86,12.04
2021-10-19,22:53:09,GAZBJ4ZD,Item W35PF,8PCCMH0N,Ms.,Jordan,Davis,WNN3JV,DailyNeeds,4,102.07,11.8,3.42,86.85,8.69,16.92
2020-05-18,04:16:36,8LN07UBH,Item 8JZJ5,S9QTQW4A,Prof.,Taylor,Miller,TI5F2J,QuickShop,4,129.34,19.89,3.25,106.2,10.62,17.98
2022-11-25,05:59:30,34XIIJM5,Item PIUN6,Y11UCU8T,Ms.,Chris,Miller,6HRLJX,SuperMart,1,490.17,74.46,7.05,408.66,40.87,73.69
2024-06-07,20:48:52,MFJJ3YYV,Item XEY2W,PB792VRU,Ms.,Riley,Rodriguez,93WY56,MegaStore,5,29.87,3.19,2.35,24.33,2.43,3.98
2021-10-10,10:28:25,O2Q3AUKT,Item J54N7,XXERZJEO,Dr.,Jordan,Jones,PZA2J8,DailyNeeds,4,299.43,25.62,10.29,263.52,26.35,57.51
2022-01-06,10:15:59,639PMJE3,Item NALFN,2RVI9S3W,Mr.,Jordan,Smith,88T1K2,DailyNeeds,2,99.98,8.5,9.17,82.31,8.23,14.09
2020-06-04,04:10:57,XDEC9OVD,Item NBDY6,V6DTMRKI,Prof.,Riley,Miller,2JBKRE,DailyNeeds,2,316.98,34.77,4.65,277.56,27.76,59.61
2022-08-12,16:58:33,U7Y4YN86,Item 6626T,WZW5U1U1,Mrs.,Sam,Johnson,D7PPH8,QuickShop,2,74.97,8.4,1.66,64.91,6.49,13.44
2020-07-12,21:50:35,8N650QYR,Item RVDHR,9GRCRM4T,Mr.,Jordan,Martinez,C6E7K2,SuperMart,4,14.58,1.37,0.89,12.32,1.23,2.34
2022-09-04,22:58:07,OKZCF5DN,Item LUG6Y,032RLSHA,Ms.,Chris,Smith,6MX8MC,QuickShop,5,68.77,5.17,1.25,62.35,6.24,14.85
2020-01-24,02:28:54,OGJY2SOW,Item N72GE,R3JW7P9T,Dr.,Jordan,Johnson,M6J3AY,SuperMart,3,490.9,72.46,22.89,395.55,39.56,61.45
2020-03-21,08:58:32,3L64ZG7O,Item GXVW3,DBLUWSJR,Prof.,Taylor,Rodriguez,967WMH,QuickShop,3,228.21,13.85,8.17,206.19,20.62,48.64
2024-07-31,21:49:03,DF14FHTO,Item 3EZWD,MBIOEBSR,Ms.,Chris,Smith,ISIJ7X,SuperMart,3,30.84,3.11,0.61,27.12,2.71,5.91
2020-01-05,10:21:50,404PIVLL,Item ZVGMY,T8CA23UH,Mr.,Alex,Smith,RBIRZ2,DiscountDepot,3,175.27,13.5,3.1,158.67,15.87,37.64
2022-03-13,03:02:28,1UF79148,Item R0JS3,QENJODZT,Prof.,Morgan,Jones,Q2RELC,SuperMart,3,423.71,53.39,15.08,355.24,35.52,65.49
2023-11-25,22:33:41,E1QLZ58X,Item ALF4H,2NRMEDNU,Dr.,Chris,Smith,LEUA5G,MegaStore,4,381.07,32.09,7.86,341.12,34.11,78.37
2021-11-06,13:52:33,JAJ6C4FP,Item FNAF2,R2SRBGCV,Mrs.,Morgan,Martinez,T8SS1U,MegaStore,5,499.66,90.89,26.12,382.65,38.27,44.58
2022-02-24,09:29:16,OXM7TCHC,Item NGKBH,FG0287SA,Mr.,Alex,Smith,U0DPIM,DiscountDepot,1,260.43,48.9,9.36,202.17,20.22,25.69
2023-03-17,23:15:29,0OUIXKX7,Item 2O1PZ,630H6VYU,Prof.,Morgan,Miller,D0RZJI,QuickShop,5,364.19,70.34,29.66,264.19,26.42,19.26
2023-01-13,00:41:27,FQMG8FJ5,Item 3N8LE,Z5O8I4KM,Prof.,Jane,Jones,96FLLT,MegaStore,4,156.13,20.44,4.98,130.71,13.07,23.96
2024-06-09,10:18:50,NS3AEM8K,Item WLNR2,BMSYNMGF,Prof.,Chris,Miller,VODRF5,DailyNeeds,4,439.94,73.54,16.26,350.14,35.01,51.17
2024-07-13,22:39:26,UDOP8DD8,Item TA58Y,2JXM9I7G,Dr.,Jane,Rodriguez,GGJC1B,MegaStore,3,401.57,48.16,22.33,331.08,33.11,57.03
2021-06-29,01:32:43,2AE9KMMZ,Item 8FSDS,WQAJ59J8,Dr.,Chris,Miller,9JAWNY,MegaStore,2,136.92,25.07,4.32,107.53,10.75,14.63
2021-11-08,01:13:35,IS2RRH0L,Item 7U2AF,WLM0MPYH,Mrs.,Jordan,Brown,V7CG5A,DailyNeeds,3,102.53,14.02,3.16,85.35,8.54,15.29
2023-11-26,22:21:34,CQVKYO2Q,Item LYX21,TFGJAH2U,Prof.,John,Brown,QQ1UW3,MegaStore,3,427.11,30.3,15.17,381.64,38.16,87.21
2024-10-13,07:45:28,0NYEAAFZ,Item JMMUE,47PVN9AJ,Mr.,Jordan,Garcia,Z5ZDFF,SuperMart,5,359.83,33.02,33.47,293.34,29.33,48.11
2021-04-01,13:28:55,RO8HFR5Y,Item RE5S1,GLUXNPYP,Dr.,Casey,Martinez,MJP7PT,DailyNeeds,4,482.72,47.81,13.08,421.83,42.18,90.02
2021-02-04,04:25:19,N9OG98B0,Item 5SN95,W8F1C54C,Ms.,Riley,Davis,92V2IU,DiscountDepot,5,499.64,98.5,10.08,391.06,39.11,52.17
2022-11-18,07:16:21,QH8H96G3,Item QKPU5,9O2LDZI6,Dr.,Chris,Davis,BCDMVE,DailyNeeds,4,152.07,15.34,9.69,127.04,12.7,23.1
2022-01-08,07:49:08,FIA2E78B,Item FH4TI,Q9DSZPTV,Ms.,Chris,Brown,P5HMCM,SuperMart,2,264.92,40.12,11.13,213.67,21.37,33.35
2024-09-01,01:15:33,4DGQCP4B,Item Q5NKA,YSZO9FOJ,Dr.,Riley,Davis,DQN9N2,DailyNeeds,5,83.5,5.07,3.32,75.11,7.51,17.5
2020-03-18,02:40:29,THXNCQP1,Item L2QF0,0Y2ZGQMV,Dr.,Taylor,Rodriguez,9F8W80,DiscountDepot,5,305.0,49.55,22.58,232.87,23.29,26.58
2023-04-08,01:56:00,P522PZTG,Item M42BP,UYZ7NROH,Mrs.,Taylor,Martinez,OVXUNI,QuickShop,2,238.02,46.37,15.49,176.16,17.62,15.73
2022-09-03,12:51:12,5R964ZAV,Item V8IMP,KQAOCZDD,Mrs.,Sam,Davis,3LLN6D,DiscountDepot,4,227.23,22.21,2.44,202.58,20.26,45.98
2024-09-29,06:38:53,71DOC2TN,Item UYNCO,KDH7YNHU,Ms.,Sam,Miller,0ZXPB5,SuperMart,1,295.98,41.27,24.62,230.09,23.01,29.49
2021-01-13,11:52:27,6BB5SW7W,Item 7V5NT,ZJPKGU45,Mrs.,Morgan,Davis,7241BJ,DailyNeeds,3,247.6,25.99,8.23,213.38,21.34,43.48
2021-07-05,22:19:57,IQ6UNJK2,Item OBQNT,B802NZN4,Dr.,Alex,Garcia,AM3CN0,DiscountDepot,3,40.51,4.11,1.9,34.5,3.45,6.74
2020-11-27,11:48:08,G55WTH59,Item WFB5Q,PYFI4YQJ,Ms.,Sam,Williams,L22SJ5,DiscountDepot,4,415.3,50.82,22.71,341.77,34.18,58.41
2023-11-15,01:55:35,F27JDOT5,Item UNEPS,WC1V2JWM,Prof.,Jane,Davis,4J8TI4,SuperMart,5,30.29,5.34,2.5,22.45,2.25,2.03
2023-01-17,14:33:22,8NUUPP26,Item 4OYYN,V8CSLWCN,Mr.,Riley,Jones,38J4VD,DiscountDepot,2,337.2,51.89,28.84,256.47,25.65,28.5
2024-11-14,23:50:01,5QX6580M,Item NAMBP,2YQFGH6K,Ms.,Jordan,Jones,1H7K8I,DiscountDepot,2,317.92,16.89,9.14,291.89,29.19,71.95
2021-06-07,04:47:38,PBDCLBXS,Item Z73OZ,FC655GSF,Mrs.,Jane,Johnson,2WXY0X,SuperMart,5,42.36,7.36,1.86,33.14,3.31,4.41
2021-06-26,15:36:42,Q9AYEESA,Item 38UOS,Q80JIOQ4,Prof.,Alex,Williams,EMKSYD,MegaStore,1,92.83,7.5,6.2,79.13,7.91,15.52
2023-11-17,12:15:33,6KUA4UPM,Item VL8VA,5HURR6JX,Mrs.,Alex,Miller,0DE3Y0,DiscountDepot,4,79.37,11.14,1.37,66.86,6.69,12.55
2023-10-11,16:26:17,KLJORNY9,Item MK698,KHWDG1ZU,Mrs.,Jane,Johnson,8JUR2F,DailyNeeds,4,166.75,31.84,16.49,118.42,11.84,6.53
2020-02-17,13:51:47,GVPRYKO9,Item GMVCI,KTPI2M1B,Prof.,Chris,Miller,43I22M,DailyNeeds,3,203.89,28.89,12.0,163.0,16.3,24.37
2022-08-05,07:50:40,UOE7DBCJ,Item 933Y4,QL6H8XZG,Mrs.,Jordan,Williams,TFYR3V,SuperMart,4,377.35,48.03,37.22,292.1,29.21,36.48
2020-04-09,19:18:56,RTSHSPUK,Item 2TPBG,B0ES183S,Mr.,Morgan,Rodriguez,4J5V9E,QuickShop,5,132.47,20.18,9.07,103.22,10.32,13.42
2023-04-05,12:12:44,XK5WV9ZW,Item YYZY4,1DUUV8OY,Prof.,John,Brown,PF6O2G,DailyNeeds,3,207.32,19.74,12.19,175.39,17.54,33.46
2022-11-12,18:10:14,6BB5SW7W,Item 7V5NT,BHH03NJR,Dr.,Morgan,Brown,7WYB5I,DiscountDepot,2,268.04,22.18,17.11,228.75,22.88,45.05
2021-09-08,09:28:00,N5SDR0CI,Item 3FQN0,9OI2VX9I,Prof.,Jane,Rodriguez,RL8OBT,SuperMart,3,119.86,21.84,8.55,89.47,8.95,8.6
2022-11-22,09:53:59,TSZM27KQ,Item DG972,HLYE2Z1M,Mr.,Jordan,Jones,SQLYDP,MegaStore,3,155.21,21.45,5.77,127.99,12.8,22.06
2021-03-29,22:41:00,3ZJ2H8CZ,Item W2VQ6,KG87AZYE,Mr.,Taylor,Miller,552QN6,DiscountDepot,1,196.95,31.64,16.59,148.72,14.87,15.68
2022-07-05,23:16:45,CH7XWY8V,Item KAJD5,4LUYWWH6,Prof.,Riley,Martinez,6MC4OF,QuickShop,5,316.58,28.26,4.73,283.59,28.36,65.28
2022-04-26,04:49:28,X0AB9U6Z,Item LL7PL,QZY8I5ZE,Ms.,John,Davis,MHHKTF,QuickShop,1,66.9,8.53,5.2,53.17,5.32,7.71
2022-07-14,11:35:28,WJSS37ZR,Item ZG42H,CQ0Q805T,Mr.,Morgan,Johnson,0DUPXO,MegaStore,3,105.8,5.37,4.68,95.75,9.58,22.69
2024-05-05,23:50:35,5AYIWDT8,Item LMO6L,D2G4YC7S,Ms.,Sam,Brown,K5MAIV,QuickShop,4,61.87,5.68,1.88,54.31,5.43,11.76
2020-09-27,09:51:41,1QKXH375,Item LEE7O,H1IDYZTC,Prof.,Morgan,Garcia,AO4SOU,DailyNeeds,3,408.41,78.68,12.85,316.88,31.69,40.14
2024-07-19,10:10:48,MNP764Z5,Item H6QI4,UBQVVM7N,Mrs.,Chris,Rodriguez,3CRXQ3,DailyNeeds,2,238.69,35.48,20.05,183.16,18.32,21.63
2020-08-16,22:07:55,TV9XPN25,Item XFK5M,CDU14VFD,Ms.,Taylor,Brown,7XZ0T7,MegaStore,2,34.86,2.61,3.07,29.18,2.92,5.34
2024-07-05,16:51:51,EHLMGZZL,Item DO4B5,LVRDIPZZ,Mr.,Alex,Johnson,368VL1,DiscountDepot,4,350.42,45.06,11.93,293.43,29.34,53.84
2020-03-05,10:24:35,PQTLRSIS,Item DPCFE,9VE7TTBK,Ms.,John,Garcia,8GC9LK,SuperMart,3,318.64,24.53,5.93,288.18,28.82,68.18
2021-08-22,07:57:02,H13DTDTI,Item 4X3QL,07RUN38O,Ms.,John,Brown,HY6S9X,MegaStore,3,497.7,62.67,16.93,418.1,41.81,77.67
2022-02-02,16:59:29,0I6VYZRT,Item 704OJ,QOPGGWQL,Mr.,Jane,Rodriguez,QXMCBL,MegaStore,5,442.05,26.57,23.65,391.83,39.18,87.42
2022-08-23,08:34:24,4VLR58AK,Item ADZYY,SNZPEA0P,Ms.,Alex,Rodriguez,5SMYR5,QuickShop,2,187.89,12.24,10.09,165.56,16.56,36.27
2020-03-18,06:46:33,S0QCMCUR,Item 7AT5K,ST053MMF,Mrs.,Alex,Miller,R6J6II,DiscountDepot,5,300.96,58.47,25.13,217.36,21.74,15.04
2022-06-23,15:48:01,PIW9E524,Item HO4X5,JD59721A,Dr.,Casey,Rodriguez,W0P2ZH,MegaStore,5,54.35,7.18,5.14,42.03,4.2,5.22
2023-01-23,20:12:30,2LO0LSRX,Item BPIH9,27HT0GHA,Ms.,Morgan,Rodriguez,9G83JE,DailyNeeds,2,128.65,7.11,3.03,118.51,11.85,29.47
2021-02-10,10:00:11,0Y8FSP7W,Item EO0IC,RRTTFMIB,Mrs.,Taylor,Miller,XHCZMM,QuickShop,1,19.52,2.61,1.93,14.98,1.5,1.77
2021-01-16,14:15:03,OKTXWRZW,Item KJ6X7,MEVQ6G98,Mr.,Morgan,Smith,Y2NVMX,SuperMart,5,261.03,47.76,15.05,198.22,19.82,21.78
2022-11-25,18:53:59,290E2H0C,Item Q3B1O,VQWCVRRC,Prof.,Alex,Rodriguez,AUDZRC,SuperMart,3,10.75,0.71,0.72,9.32,0.93,1.94
2024-12-07,11:08:46,5321ISP0,Item 506Q3,TX7XY7NN,Mrs.,Alex,Johnson,FPVQ15,MegaStore,3,24.77,4.17,1.55,19.05,1.91,2.28
2020-03-20,14:32:31,E0DLWM2T,Item SSUHU,A5JYG9AR,Prof.,Jane,Williams,EZTMTE,MegaStore,5,254.52,49.26,13.85,191.41,19.14,19.56
2022-04-24,02:11:32,APOE2LSR,Item BUL1H,DM7HVYJR,Mr.,Casey,Smith,TKD2M9,DailyNeeds,5,138.68,26.34,1.48,110.86,11.09,16.56
2024-07-01,22:37:46,37HBCNDC,Item HK884,PHG8IUUM,Prof.,Taylor,Jones,Q1IXLJ,MegaStore,1,271.14,27.71,18.0,225.43,22.54,40.21
2022-05-11,20:47:18,2MG18K5V,Item DY4M6,5XSPZ3OD,Mr.,Jane,Jones,OBR3GR,MegaStore,5,293.36,34.1,11.45,247.81,24.78,47.01
2024-02-01,08:13:45,6DDC9BFH,Item JC0BF,5BURQ19B,Mr.,Jordan,Johnson,IL6Q65,DiscountDepot,1,265.7,46.63,20.53,198.54,19.85,19.27
2023-08-02,08:43:39,LMGWM2D9,Item ZRJ6A,0RJOGORK,Ms.,Taylor,Martinez,0TMI01,QuickShop,5,303.73,24.12,16.43,263.18,26.32,54.62
2022-02-11,01:12:33,S8RG0KQO,Item MAFFR,TGHMTMWW,Dr.,Chris,Garcia,74GEOG,MegaStore,2,371.02,48.41,5.22,317.39,31.74,63.04
2022-02-02,14:53:25,4VNEDU2H,Item D5DFZ,OH3MCWHD,Mrs.,Jane,Miller,ZN1OVL,MegaStore,2,98.37,9.95,3.28,85.14,8.51,17.61
2020-06-08,14:01:31,M0XMGLGV,Item 35E1B,YVHNFQWR,Prof.,Chris,Brown,HZQUIX,QuickShop,1,342.56,57.02,31.88,253.66,25.37,22.75
2021-03-26,16:47:29,FLG3JGJP,Item PCTU3,B3ZBGOTY,Prof.,Casey,Jones,PMID3W,SuperMart,2,76.81,6.93,3.8,66.08,6.61,13.38
2022-11-27,20:09:43,FFMQBWGX,Item YLLQ5,H7AVAPGT,Dr.,Morgan,Davis,JAWA3T,DailyNeeds,1,81.55,8.72,5.85,66.98,6.7,11.35
2021-01-04,10:57:49,P522PZTG,Item M42BP,FEUUOQPP,Mrs.,John,Rodriguez,9FPNTZ,SuperMart,2,294.25,17.56,9.7,266.99,26.7,63.74
