ORDER_DATE,ORDER_TIME,ITEM_ID,ITEM_DESC,CUSTOMER_ID,SALUTATION,FIRST_NAME,LAST_NAME,STORE_ID,STORE_NAME,ORDER_QUANTITY,SALE_PRICE,DISCOUNT_AMT,COUPON_AMT,NET_PAID,NET_PAID_TAX,NET_PROFIT
2020-03-08,14:19:17,UR8Y0SFC,Item CF00E,0O5X4NP6,Dr.,Taylor,Martinez,416CMQ,DailyNeeds,5,30.62,5.66,1.03,23.93,2.39,3.17
2024-04-28,07:11:44,LJ3W8MIP,Item 3Q36N,DABSTTXX,Prof.,Chris,Smith,3YY88Z,SuperMart,1,443.28,76.69,5.99,360.6,36.06,58.57
2020-04-27,00:43:08,SEJYX9RJ,Item YDV7W,OET98LDU,Dr.,Chris,Williams,PYTW52,DiscountDepot,1,254.47,49.8,18.74,185.93,18.59,14.66
2021-02-12,04:58:32,OKTXWRZW,Item KJ6X7,GR25YKRS,Prof.,Chris,Williams,OUC7DP,SuperMart,2,175.82,10.41,10.48,154.93,15.49,33.95
2023-08-11,01:19:40,LDUPJOF4,Item 90RIQ,ZDXQJ5UA,Mr.,Chris,Davis,DOGOKO,DiscountDepot,5,351.13,62.93,13.51,274.69,27.47,36.54
2020-08-20,13:17:33,OXM7TCHC,Item NGKBH,ED9JDHVR,Dr.,Chris,Martinez,DKTMZ4,DiscountDepot,2,45.33,4.55,2.11,38.67,3.87,7.6
2020-04-02,15:37:45,639PMJE3,Item NALFN,3U4JMCGQ,Dr.,Morgan,Johnson,TRH37Z,MegaStore,5,37.14,4.72,3.08,29.34,2.93,4.13
2023-09-27,23:00:26,L4U7XG5W,Item K8XPR,4WY989LQ,Mrs.,Morgan,Johnson,O49TH4,QuickShop,4,444.25,30.92,41.31,372.02,37.2,68.27
2023-11-05,20:09:03,J17KHXOH,Item JTCGT,TX4TU8SY,Ms.,Riley,Brown,AM51NU,SuperMart,5,19.5,3.12,0.63,15.75,1.58,2.47
2023-09-23,22:56:06,U7Y4YN86,Item 6626T,YWN5UZO4,Prof.,Chris,Garcia,U5OZYT,SuperMart,4,90.22,8.62,1.76,79.84,7.98,17.73
2020-05-21,09:29:50,1UF79148,Item R0JS3,KEU88E9U,Mrs.,Alex,Jones,S21LSA,QuickShop,2,401.99,41.04,29.23,331.72,33.17,57.36
2023-05-03,02:45:05,QYTP0LEB,Item A21HK,GKB45I13,Dr.,Chris,Rodriguez,0T1OME,DiscountDepot,2,89.33,6.63,7.25,75.45,7.55,14.3
2023-05-05,16:24:33,ILJFPNS3,Item LUCHF,J97LHZNT,Prof.,Sam,Martinez,E861KC,MegaStore,1,308.45,49.73,21.51,237.21,23.72,28.42
2024-12-04,20:34:55,P26MUT7N,Item 5DCW2,KPLL097G,Mrs.,Chris,Johnson,QU4SQG,QuickShop,3,42.66,2.43,1.82,38.41,3.84,8.97
2023-11-25,02:52:44,V4WIUFGL,Item 9CAF3,JXS16XHG,Mr.,Casey,Johnson,NHWZRV,MegaStore,1,228.49,39.6,5.03,183.86,18.39,28.38
2024-04-30,23:57:44,YVA3U5LZ,Item VJWK7,PQA0QC84,Dr.,Riley,Garcia,4JLHNY,DailyNeeds,5,304.59,43.29,23.97,237.33,23.73,30.85
2023-09-24,13:21:21,QH177PEY,Item 712XU,YYHNQMYF,Ms.,John,Miller,PMI1F5,DiscountDepot,5,308.16,56.57,20.12,231.47,23.15,23.42
2023-07-31,00:19:31,923JBDY4,Item KQ99C,9PUWKZ1C,Ms.,Alex,Davis,KHIF5G,DailyNeeds,1,138.53,27.64,13.36,97.53,9.75,4.66
2020-02-28,13:11:17,3KCIDLI5,Item MF40L,J7HZYFDD,Prof.,Riley,Brown,ZQNX5H,DiscountDepot,2,65.99,4.44,2.42,59.13,5.91,13.63
2020-02-23,00:35:39,M3XX334F,Item 9FY2C,MENZ4GX3,Mr.,Riley,Rodriguez,TAZ08J,DiscountDepot,1,238.07,39.16,14.06,184.85,18.48,23.53
2022-01-27,07:57:50,5ECLUP8C,Item WDBEJ,ON7PA7Q1,Mrs.,John,Rodriguez,47PRZ3,DailyNeeds,2,286.35,29.88,11.71,244.76,24.48,48.47
2021-04-29,21:49:29,JAQJ2519,Item 22JN7,A2Y213JU,Dr.,Jordan,Williams,AZ4I1R,QuickShop,1,112.39,12.65,2.58,97.16,9.72,20.01
2021-04-14,07:58:01,IS2RRH0L,Item 7U2AF,O5ZPI791,Prof.,John,Davis,5TYE13,DailyNeeds,1,348.34,19.14,12.96,316.24,31.62,75.62
2024-08-29,11:16:33,EW9SFLAQ,Item QHK87,ZCZB80YI,Dr.,Taylor,Johnson,LOG9VT,SuperMart,1,431.16,52.38,39.05,339.73,33.97,47.06
2022-01-11,17:26:59,ZP3R8KZU,Item BFL1Q,WF2O16Y2,Mr.,Sam,Davis,AW0F0X,DiscountDepot,5,271.23,30.77,26.53,213.93,21.39,29.8
2022-05-02,21:05:41,FLG3JGJP,Item PCTU3,YFEGRVCP,Mrs.,Jordan,Martinez,ICY7LM,SuperMart,2,289.39,45.45,17.96,225.98,22.6,29.75
2021-07-28,17:32:32,O4CVKA06,Item M2LVD,WQAJ59J8,Dr.,Chris,Miller,1IX1XA,SuperMart,4,226.85,29.33,5.19,192.33,19.23,36.99
2023-10-10,23:49:29,2C7Z5OPD,Item LQCH2,T2NAIVSW,Dr.,Riley,Williams,9FLAHU,DailyNeeds,4,56.12,10.93,4.44,40.75,4.08,3.0
2020-08-17,06:17:38,XOS2H60I,Item K4BX4,C8LT0QM4,Ms.,Riley,Miller,WE7O5Q,QuickShop,1,259.11,17.6,15.65,225.86,22.59,47.8
2023-07-27,21:04:51,VHNMY4N0,Item LQ5VV,QT09GLLI,Prof.,Jordan,Martinez,04G6G2,DailyNeeds,3,379.88,34.2,37.46,308.22,30.82,49.47
2022-05-07,21:44:30,3MGF0JTM,Item 6AJJU,0AX52G7W,Mr.,Jane,Smith,5ZEMMR,SuperMart,5,14.54,2.39,0.45,11.7,1.17,1.81
2022-03-02,03:34:24,88TE3M8S,Item F6OCR,DYHD63UW,Prof.,Alex,Martinez,VB84JC,SuperMart,4,414.91,54.68,34.73,325.5,32.55,44.0
2024-04-23,18:22:21,JEGAG4TD,Item 5R64S,SQACCEEL,Prof.,Riley,Davis,9YT7T5,DailyNeeds,2,445.68,83.91,5.75,356.02,35.6,53.01
2022-05-30,14:50:16,M6CQ4SBC,Item XB1WZ,8JXXME4Y,Prof.,Jordan,Martinez,2YQ0WD,MegaStore,4,43.86,3.58,2.93,37.35,3.74,7.29
2020-08-18,21:07:56,E7EK5VVW,Item ITY4X,HBTZID3Q,Mr.,Chris,Smith,8E90V1,DiscountDepot,3,49.8,3.43,2.41,43.96,4.4,9.68
2021-06-19,04:04:03,5KA0N06B,Item RWFAZ,KFIFZYN9,Mrs.,Alex,Martinez,QEPTMQ,DiscountDepot,2,194.01,16.63,18.35,159.03,15.9,26.72
2022-11-15,12:40:39,H82NMHB4,Item 6TGQZ,K0LOUDNG,Prof.,Taylor,Martinez,FUV47K,QuickShop,3,295.38,21.56,8.05,265.77,26.58,61.96
2020-05-24,03:30:30,9TH5QINX,Item 2DLST,3STVYLCI,Prof.,Jordan,Davis,0I8Y12,DailyNeeds,1,179.9,25.01,6.92,147.97,14.8,25.23
2023-09-21,23:35:51,MVQIO1EC,Item 5204K,O5EVP40K,Prof.,Sam,Davis,6ZHO0D,QuickShop,5,450.16,73.21,38.51,338.44,33.84,34.5
2023-12-30,04:33:39,0C0J7AA6,Item QT1FA,9S3BCQH2,Mrs.,Riley,Miller,T67J4M,DailyNeeds,2,256.03,44.98,22.01,189.04,18.9,16.52
2021-10-19,03:57:49,R73XCKRH,Item 2CQBJ,GV3X07HL,Dr.,Riley,Johnson,ZGQGLV,QuickShop,4,409.64,72.76,10.84,326.04,32.6,47.66
2022-12-20,20:14:08,H13DTDTI,Item 4X3QL,ADTC1FIG,Dr.,Sam,Davis,OO6E8X,MegaStore,3,257.82,23.43,7.11,227.28,22.73,49.86
2023-03-26,11:33:21,PN862ACR,Item 8B04C,I9B4SR1H,Mrs.,Taylor,Johnson,KUZZJT,MegaStore,5,17.35,2.78,1.08,13.49,1.35,1.73
2021-07-22,22:32:29,1M2SXXA7,Item DB5QK,Z7FG6B9E,Dr.,Riley,Brown,JMYI85,QuickShop,1,187.75,31.78,8.09,147.88,14.79,20.44
2021-03-09,20:31:34,GWA1BUVW,Item ASW8X,ZVO9QHRV,Ms.,Morgan,Davis,H0XYZQ,MegaStore,4,110.77,12.57,10.17,88.03,8.8,12.77
2023-12-23,14:52:09,3L64ZG7O,Item GXVW3,DL3GOC4M,Ms.,Morgan,Johnson,OJIS6X,DiscountDepot,1,313.5,55.07,27.5,230.93,23.09,19.74
2022-03-16,01:09:52,KY2BSB1O,Item HEZEE,3QX2YDRX,Dr.,Casey,Martinez,Q35YHH,SuperMart,2,134.42,12.51,13.32,108.59,10.86,17.08
2020-09-15,11:35:30,SGBSJZ4J,Item XOO7U,JXETO4N9,Prof.,Jordan,Miller,250KO9,DiscountDepot,3,215.79,31.36,14.47,169.96,17.0,23.49
2021-03-10,04:16:10,2XZGTHMF,Item ZOM8W,3KY7KAI0,Ms.,John,Brown,FP0M2M,SuperMart,3,410.08,61.11,38.66,310.31,31.03,33.23
2021-12-05,14:59:02,R0GQ4WNZ,Item 41R5Z,8JMVNY46,Ms.,Chris,Smith,VY0U07,DailyNeeds,4,187.44,12.99,14.02,160.43,16.04,31.93
2022-05-28,18:45:36,2LO0LSRX,Item BPIH9,1YMPOFUY,Dr.,Riley,Brown,EUROFX,DailyNeeds,2,483.39,87.34,26.74,369.31,36.93,42.35
2023-04-29,07:29:32,PN862ACR,Item 8B04C,EEBM07F4,Dr.,Sam,Johnson,JUO0ZS,DailyNeeds,5,492.91,68.31,6.11,418.49,41.85,80.89
2020-08-23,08:15:30,J43QZMDN,Item YY7LP,I1Z97E85,Dr.,Alex,Johnson,WDI2TK,DiscountDepot,1,228.66,22.11,10.55,196.0,19.6,39.2
2020-02-17,02:41:05,9PYY0MMR,Item 1Q091,CTTOMIVN,Dr.,Jane,Smith,J3EZ2M,DailyNeeds,3,100.56,12.46,1.56,86.54,8.65,17.55
2024-01-29,12:57:33,WOH5SKIN,Item 0BYSJ,T8CA23UH,Mr.,Alex,Smith,LA6S1O,DiscountDepot,5,148.32,19.07,6.94,122.31,12.23,21.09
2021-10-17,04:11:38,FLG3JGJP,Item PCTU3,LG6P0MS7,Dr.,Jordan,Miller,JMANNT,DiscountDepot,2,104.51,12.34,1.31,90.86,9.09,19.06
2022-06-29,23:47:36,Y3PWTZM7,Item 8ODIE,WGF94O9D,Mrs.,Casey,Brown,YBXQHG,DailyNeeds,4,132.47,25.64,10.84,95.99,9.6,6.91
2024-08-25,17:39:02,V6P6Q8UW,Item 63FKY,QTCLLT23,Prof.,Alex,Williams,TFTP6Y,DiscountDepot,2,160.08,13.26,14.78,132.04,13.2,22.79
2023-03-14,09:42:34,OUFEQCGK,Item KYP9I,FR7QO0S6,Ms.,Sam,Rodriguez,4XSGJC,DiscountDepot,1,31.9,4.18,1.5,26.22,2.62,4.46
2020-11-11,18:10:20,JTCAQFRY,Item LQMRX,KYXAPY7K,Mrs.,Riley,Garcia,BWP8U3,DailyNeeds,4,259.84,16.85,25.57,217.42,21.74,39.78
2024-04-22,00:55:25,OD1TE5WY,Item XX2HZ,BY9JC7EH,Prof.,Alex,Jones,N74WQT,QuickShop,1,47.76,8.86,1.43,37.47,3.75,5.06
2023-02-21,03:05:12,KNA5O538,Item NTNGZ,75QCIN8E,Mrs.,Chris,Brown,B1QU7P,SuperMart,1,30.24,3.37,2.27,24.6,2.46,4.0
2024-09-27,23:23:49,LAOHV4FM,Item 4X65O,6MHMSFXS,Dr.,John,Garcia,8ET2OO,DailyNeeds,4,159.85,19.24,9.35,131.26,13.13,22.22
2024-12-11,18:56:44,GALVS09R,Item 9G5B4,IT92IFQT,Prof.,Jordan,Jones,ZC1I4W,SuperMart,5,98.15,15.55,1.83,80.77,8.08,13.8
2024-08-19,11:30:03,WVA12CJC,Item 9NQFU,T89YR8E4,Mr.,Alex,Davis,71PJU4,MegaStore,3,201.11,11.75,7.2,182.16,18.22,43.27
2024-08-01,19:24:32,TJC3R6CP,Item IZYDP,5GZXIXD4,Ms.,Riley,Brown,DPF0D7,QuickShop,5,428.76,66.42,6.28,356.06,35.61,63.19
2024-06-24,05:03:53,37JI32LA,Item 4AKNO,VLXFAV46,Mrs.,Morgan,Martinez,GZ1C9I,SuperMart,4,351.28,60.05,15.97,275.26,27.53,36.96
2022-02-24,19:21:51,ORPCX5AO,Item TJWPZ,8U7L9X9Z,Ms.,John,Jones,59NSJ8,DailyNeeds,1,115.43,14.35,4.9,96.18,9.62,17.3
2023-09-08,11:05:34,5KA0N06B,Item RWFAZ,AIRTPWRA,Dr.,Casey,Johnson,OSA5RV,SuperMart,5,358.69,30.6,3.61,324.48,32.45,76.82
2022-01-19,14:56:58,UOE7DBCJ,Item 933Y4,626RRQH7,Prof.,John,Smith,2KOKP8,QuickShop,5,492.05,43.19,22.6,426.26,42.63,88.4
2021-10-06,13:22:13,L9050T0D,Item PE7DB,AIRTPWRA,Dr.,Casey,Johnson,TKMVFK,QuickShop,4,432.76,56.37,7.82,368.57,36.86,72.05
2023-12-21,20:55:41,0C0J7AA6,Item QT1FA,PVYR73IF,Dr.,Riley,Brown,MD47OS,DiscountDepot,4,157.77,22.54,12.05,123.18,12.32,16.2
2022-03-05,00:56:19,WEZCM7D5,Item VM920,8LP5WJWH,Dr.,Casey,Davis,6XKMO8,DiscountDepot,5,418.14,72.09,31.12,314.93,31.49,32.56
2023-02-21,15:03:56,U3O3YSRI,Item JZ4DP,7CKCD69K,Mrs.,Jordan,Williams,LZBJGI,QuickShop,1,347.13,61.01,23.7,262.42,26.24,27.9
2024-06-13,22:40:07,7ZTS1JBU,Item C7Z2Y,0JU57H88,Mr.,Jordan,Smith,5FLFX6,DailyNeeds,4,279.47,52.55,27.21,199.71,19.97,12.06
2020-06-03,16:23:41,46KHDN3S,Item VGM71,Q62TLDWW,Ms.,Morgan,Smith,6ZNCEZ,SuperMart,1,270.82,32.33,14.41,224.08,22.41,39.18
2021-02-17,21:34:37,PN862ACR,Item 8B04C,SJIVPHNU,Dr.,Riley,Jones,VC9TUI,DiscountDepot,5,69.3,5.69,2.17,61.44,6.14,13.72
2020-03-22,14:16:41,5321ISP0,Item 506Q3,8HZZ2OUZ,Ms.,Jordan,Martinez,LIOB3Y,DailyNeeds,5,468.86,82.26,22.39,364.21,36.42,46.47
2021-10-13,02:23:55,LQYIRGV5,Item Q797M,FYNJ90JC,Mr.,Morgan,Garcia,XWSX54,DailyNeeds,2,122.35,15.71,10.58,96.06,9.61,13.04
2020-02-12,12:09:24,TNMWLXL5,Item KSOX7,V62HU0T0,Ms.,Sam,Williams,WO7YKT,DiscountDepot,5,407.56,77.32,22.55,307.69,30.77,32.38
2021-01-17,22:22:38,TX9I23JO,Item TLXO6,4FHPJH9S,Dr.,Jordan,Johnson,JBN0KW,QuickShop,2,276.07,37.26,19.81,219.0,21.9,31.46
2020-05-27,23:52:37,IDJQHQGF,Item 47QCD,9HYAMKMZ,Prof.,Morgan,Miller,7EGJ5U,SuperMart,1,124.78,12.86,2.26,109.66,10.97,23.82
2021-08-28,10:57:57,AUL96O50,Item KLTUN,H2TYFBKR,Prof.,Chris,Garcia,VQB1XL,MegaStore,4,317.31,22.64,4.24,290.43,29.04,71.0
2023-12-08,03:11:48,MVJBVJG6,Item G8P1Z,BY9JC7EH,Prof.,Alex,Jones,VTGCYK,DailyNeeds,1,381.98,30.06,18.37,333.55,33.36,71.0
2021-08-01,18:33:20,QH177PEY,Item 712XU,XJW7SUQG,Dr.,Riley,Johnson,91344Y,MegaStore,1,175.7,23.73,13.42,138.55,13.86,19.27
2024-07-01,07:33:11,J2FYEDS7,Item 0YWZ7,8SOFEZV6,Mrs.,Riley,Martinez,RSNVTN,SuperMart,1,232.84,32.31,16.92,183.61,18.36,25.55
2020-04-16,16:25:04,HWCLN7CG,Item 9KPUL,V9G1QJAM,Prof.,Casey,Johnson,N6P0D5,QuickShop,2,356.74,45.17,10.21,301.36,30.14,57.18
2022-11-12,20:18:39,4S01P05X,Item 5MOKG,WK0AB5ML,Dr.,Morgan,Garcia,75HWHE,DailyNeeds,1,273.09,44.13,12.26,216.7,21.67,31.18
2024-07-16,12:03:47,ZP3R8KZU,Item BFL1Q,02MZPMS8,Prof.,Chris,Brown,5QU2AE,MegaStore,3,173.16,18.62,12.28,142.26,14.23,24.13
2023-01-17,10:05:08,490VGTLC,Item VH7P0,HWXM1UT1,Prof.,Taylor,Davis,F9HMIV,DiscountDepot,2,441.88,79.65,23.57,338.66,33.87,39.66
2022-06-26,07:48:53,QGOXZ8C4,Item 4GRN7,78TS9KKU,Dr.,John,Miller,I6BKUE,DiscountDepot,4,28.32,4.03,1.63,22.66,2.27,3.4
2023-10-28,09:37:53,SBDIUAY3,Item RA7LU,2ZK8ISGI,Mrs.,Riley,Johnson,2AI7F1,MegaStore,5,437.03,74.66,34.77,327.6,32.76,32.62
2021-05-11,06:04:52,GOGHROZ8,Item 6YJDG,P78LM3AE,Dr.,Alex,Williams,85VL8O,MegaStore,2,206.07,25.4,10.01,170.66,17.07,29.95
2022-10-03,18:05:54,8UPPZETZ,Item NBU84,JX2ROOBN,Ms.,Morgan,Smith,2EWZH2,SuperMart,1,406.1,79.02,28.36,298.72,29.87,25.19
2020-06-02,16:50:35,G2BW6F35,Item QZD0W,I638CU3L,Dr.,Taylor,Martinez,W2K07W,DailyNeeds,3,390.62,43.38,4.57,342.67,34.27,74.03
2022-09-30,16:28:26,R01VD3LZ,Item NDKC1,0Y2ZGQMV,Dr.,Taylor,Rodriguez,H3MAMS,QuickShop,5,235.29,42.04,6.89,186.36,18.64,26.55
2020-10-30,15:32:09,EKBO63JR,Item JRSRL,JTPM00SV,Mr.,John,Garcia,12ZV8W,SuperMart,4,252.82,15.64,4.58,232.6,23.26,57.65
2020-07-23,23:47:56,33B9F7DW,Item T0XCK,RYRM24JR,Mrs.,John,Johnson,QWODC3,QuickShop,1,304.23,28.14,29.71,246.38,24.64,39.2
2024-10-24,21:44:09,1QQHK2K7,Item RK660,OZ3THLHR,Ms.,Chris,Rodriguez,EM8IZP,MegaStore,2,463.08,88.44,14.94,359.7,35.97,45.88
2023-04-10,15:20:23,HZEXVOT8,Item QXNPQ,CQRA6X4L,Mr.,Jane,Rodriguez,4WA1ZP,DailyNeeds,2,218.23,39.02,8.27,170.94,17.09,22.91
2021-03-11,03:48:00,IU40O45P,Item 0PJIR,A8YP29PM,Ms.,Sam,Miller,05MXRE,MegaStore,5,155.39,27.1,3.46,124.83,12.48,19.12
2023-07-16,22:05:48,7KIZ0BO5,Item 90BN9,FI8100GS,Mr.,Morgan,Davis,LYUP84,MegaStore,1,132.39,24.48,3.96,103.95,10.4,14.12
2024-01-03,01:55:00,S8RG0KQO,Item MAFFR,N9GIVBZ9,Prof.,John,Davis,U1KIJ2,DiscountDepot,5,340.24,57.75,19.53,262.96,26.3,32.52
